ndof h L2-error-u-uh-B-minus L2-error-u-uh-B-plus 
2.640000000000000000e+03 3.892494720807614800e-02 6.279147048952685162e-02 4.578880498314865516e-02
1.010400000000000000e+04 1.989680423298347337e-02 8.135984752430418937e-03 6.732974147973536279e-03
3.952800000000000000e+04 1.005952733805761355e-02 1.024102536962604197e-03 8.459482256264582844e-04
1.563600000000000000e+05 5.057864201305102385e-03 1.279295525146840302e-04 1.051965106557046120e-04
6.219600000000000000e+05 2.535997191333945987e-03 1.598048947367359783e-05 1.310694202944440147e-05
