ndof h L2-error-u-uh-B L2-error-u-uh-B-minus L2-error-u-uh-B-plus 
7.280000000000000000e+02 3.706246583305505826e-02 1.077388185947916277e+01 4.912234653922047833e+00 1.591699173880818208e+01
1.976000000000000000e+03 2.249606353329237571e-02 1.228312582388182328e+01 5.354716043194203579e+00 1.817354596912362297e+01
6.024000000000000000e+03 1.288420180075182907e-02 9.040707892250020805e+00 5.374877856326173209e+00 1.260907330304022445e+01
2.183200000000000000e+04 6.767889178183905154e-03 1.429823684692866337e+01 4.698141472416617503e+00 2.170349189315050253e+01
8.284000000000000000e+04 3.474401108295217203e-03 1.016353325819455300e+01 2.276559240940625450e+00 1.570767427326955179e+01
3.160560000000000000e+05 1.778762562521607558e-03 7.896273474370770096e+00 1.398665676236744648e+00 1.227364038214746245e+01
