ndof h L2-error-u-uh-B-minus L2-error-u-uh-B-plus s-norm 
5.720000000000000000e+03 3.966644140109588240e-02 6.173868742673095222e-04 1.913766286570280431e-02 6.079112690059244178e-02
2.223200000000000000e+04 2.012018584341396243e-02 8.638259320741497997e-05 4.000838988453360445e-03 1.162914521791520543e-02
8.765600000000000000e+04 1.013282239176588155e-02 1.177032662463244033e-05 7.226808309935437921e-04 3.854095665728927804e-03
3.481040000000000000e+05 5.084716548681748882e-03 8.465288683245133243e-07 3.707311356579901158e-04 3.231861451139385766e-03
