ndof h L2-error-u-uh-B-minus L2-error-u-uh-B-plus s-norm 
2.616000000000000000e+03 3.910309435028875430e-02 1.006584688181745915e-02 1.202407034086267756e-01 1.134844686483192991e-02
1.002400000000000000e+04 1.997604311378104944e-02 4.521025048320593751e-03 7.976055951919690246e-02 2.359279584610307796e-03
3.924000000000000000e+04 1.009637554692304449e-02 1.723662071750040091e-03 5.410414583036366604e-02 4.707625156744685703e-04
1.552720000000000000e+05 5.075553643037174732e-03 5.679653420876881742e-04 3.047858515596018475e-02 9.607023518820969384e-05
6.177360000000000000e+05 2.544652832712717035e-03 1.519067121945532966e-04 1.574340109207007093e-02 1.982069463267464632e-05
