ndof h L2-error-u-uh-B 
7.280000000000000000e+02 3.706246583305505826e-02 4.452060292449444034e+01
1.976000000000000000e+03 2.249606353329237571e-02 2.521131453223445718e+01
6.024000000000000000e+03 1.288420180075182907e-02 2.613470081610689721e+00
2.183200000000000000e+04 6.767889178183905154e-03 9.241857816388902025e-01
8.284000000000000000e+04 3.474401108295217203e-03 1.665320143210202997e-01
3.160560000000000000e+05 1.778762562521607558e-03 4.777366395292074325e-02
