ndof h L2-error-u-uh-B-minus L2-error-u-uh-B-plus s-norm 
7.120000000000000000e+02 3.747658444979307113e-02 7.444715270602751955e-01 1.374769703770102103e+00 3.715457953178920913e+00
2.616000000000000000e+03 1.955154717514437715e-02 5.301199991705816128e-01 1.084885182308156004e+00 2.656165958648132985e+00
1.002400000000000000e+04 9.988021556890524719e-03 3.017580655021505076e-01 1.035241751202554683e+00 1.356316759774278680e+00
3.924000000000000000e+04 5.048187773461522247e-03 2.432062836828000341e-01 8.645009831385738197e-01 6.523626963520263722e-01
1.552720000000000000e+05 2.537776821518587366e-03 1.455665025725938755e-01 7.165563005388935203e-01 3.081780304180282148e-01
6.177360000000000000e+05 1.272326416356358517e-03 9.962532121325075318e-02 7.241887022936460694e-01 1.436273083857871613e-01
