ndof L2-error-u-uh-B-minus L2-error-u-uh-B-plus 
6.880000000000000000e+02 8.848148901181859260e-01 1.749995484085539399e+00
2.548000000000000000e+03 4.727108668096533517e-01 1.473642896641041311e+00
9.796000000000000000e+03 2.403229684899940155e-01 1.156782501343684544e+00
3.840400000000000000e+04 1.358881835236482316e-01 8.545757756428375984e-01
1.520680000000000000e+05 7.125459344455392641e-02 6.342118683529127665e-01
6.051880000000000000e+05 3.379886475555451963e-02 5.519980018602351768e-01
