ndof h L2-error-u-uh-B 
6.800000000000000000e+02 3.834824944236851774e-02 4.312112187100212712e-01
1.936000000000000000e+03 2.272727272727272790e-02 1.260470666048892630e-01
5.616000000000000000e+03 1.334401281709059542e-02 1.850164176880179090e-01
2.156000000000000000e+04 6.810447066039945069e-03 4.307036119668264385e-02
8.085600000000000000e+04 3.516769252321990877e-03 3.710264421812815849e-02
3.126720000000000000e+05 1.788362292399178159e-03 4.701626749110002224e-02
