ndof h L2-error-u-uh-B L2-error-u-uh-B-minus L2-error-u-uh-B-plus 
7.200000000000000000e+02 3.726779962499649629e-02 1.225191104824800759e+00 1.225018078107477315e+00 1.225643730842975287e+00
2.640000000000000000e+03 1.946247360403807400e-02 7.732031031185605530e-01 6.642341987359136057e-01 1.003840928252739850e+00
1.010400000000000000e+04 9.948402116491736683e-03 5.939289838663386334e-01 3.857455706514658633e-01 9.414947092439742704e-01
3.952800000000000000e+04 5.029763669028806776e-03 5.270042635680016740e-01 2.779501887756756218e-01 8.957131057460778756e-01
1.563600000000000000e+05 2.528932100652551192e-03 3.772256177316652415e-01 1.781559287866023578e-01 6.569546607437001251e-01
