ndof h L2-error-u-uh-B 
2.496000000000000000e+03 4.003203845127178279e-02 1.602938983029333353e-01
7.336000000000000000e+03 2.335072312471522110e-02 5.769712426244077291e-02
2.170400000000000000e+04 1.357563351323471702e-02 4.550820094274598410e-02
8.474400000000000000e+04 6.870297066388107721e-03 2.236452884451182316e-02
3.204800000000000000e+05 3.532885234886025492e-03 1.140421846780715134e-02
