ndof h L2-error-u-uh-B 
2.560000000000000000e+03 3.952847075210474265e-02 2.511531731887943693e+02
7.336000000000000000e+03 2.335072312471522110e-02 2.843848067839786964e+01
2.340000000000000000e+04 1.307440900921226848e-02 6.452379353427484254e+00
8.330400000000000000e+04 6.929422916050529020e-03 1.897487444193991790e-01
