ndof h L2-error-u-uh-B 
5.456000000000000000e+03 4.061477708054117564e-02 8.938397799208277483e-01
1.620800000000000000e+04 2.356440838525105871e-02 8.077789097475541746e-01
4.827200000000000000e+04 1.365443103565740050e-02 3.222331932064015358e-01
1.895600000000000000e+05 6.890455062210221540e-03 1.626851410653144814e-01
