ndof h L2-error-u-uh-B-minus L2-error-u-uh-B-plus s-norm 
5.720000000000000000e+03 3.966644140109588240e-02 1.401882587463158802e-01 4.400844613847208819e+00 2.595007941281498276e+01
2.223200000000000000e+04 2.012018584341396243e-02 3.176869455151067750e-02 2.470394696727992390e+00 1.027177218165909167e+01
8.765600000000000000e+04 1.013282239176588155e-02 4.288030535561404219e-03 9.123002895224568976e-01 3.130257685009995239e+00
3.481040000000000000e+05 5.084716548681748882e-03 8.989917521440620113e-04 2.615611312487074458e-01 1.758208584388716300e+00
