ndof h L2-error-u-uh-B-minus L2-error-u-uh-B-plus 
2.640000000000000000e+03 3.892494720807614800e-02 3.038989001156143163e-02 1.600361945063329128e-01
1.010400000000000000e+04 1.989680423298347337e-02 6.422703225699940600e-03 4.773327309159700743e-02
3.952800000000000000e+04 1.005952733805761355e-02 1.163564538727732958e-03 1.126412750566603560e-02
1.563600000000000000e+05 5.057864201305102385e-03 2.680209321339023986e-04 2.809694782832791813e-03
6.219600000000000000e+05 2.535997191333945987e-03 7.885009597754656760e-05 1.090311009654678157e-03
