ndof h L2-error-u-uh-B-minus L2-error-u-uh-B-plus s-norm 
7.120000000000000000e+02 3.747658444979307113e-02 1.228854426655051402e+00 1.619103365869242861e+00 7.831095302579512030e+00
2.616000000000000000e+03 1.955154717514437715e-02 9.211818726119631595e-01 1.523912766665149743e+00 4.097344157753469496e+00
1.002400000000000000e+04 9.988021556890524719e-03 6.309799248177461184e-01 1.310453171998208655e+00 1.695022802930787442e+00
3.924000000000000000e+04 5.048187773461522247e-03 3.786834976057014135e-01 9.580310692753934987e-01 7.196269542259163821e-01
1.552720000000000000e+05 2.537776821518587366e-03 1.888659904893253971e-01 6.166167032342876331e-01 3.236107763291541928e-01
6.177360000000000000e+05 1.272326416356358517e-03 8.274113020864197476e-02 3.887462748943745772e-01 1.499517123397474672e-01
