ndof h L2-error-u-uh-B L2-error-u-uh-B-minus L2-error-u-uh-B-plus 
5.264000000000000000e+03 4.134883848149784741e-02 7.520481220238696807e+00 7.006295281499328453e-01 1.177101655655785173e+01
1.520000000000000000e+04 2.433321316961438094e-02 2.704615301169407182e+00 2.662912356670915082e-01 4.231943174370833560e+00
5.208800000000000000e+04 1.314475250840204182e-02 2.133660054667250172e+00 5.281267049752612353e-02 3.347605942692200909e+00
1.896320000000000000e+05 6.889146844544462647e-03 1.100391248373332242e+00 3.605051071697518844e-02 1.726222581395940425e+00
