L2-error-u-uh-B H1-semi-error-u-uh-B H1-semi-norm-zh-Omega Jump-uh-Ph(u) GLS-uh-Ph(u)-Omega Tikh-uh-Ph(u)-Omega s-norm L2-error-uh-Ph(u)-omega ndof hmax reflvl 
3.159633345493352841e-01 5.119871868559477956e-01 1.727741289576953648e-03 3.985824505577367088e-02 8.802188962855610633e-04 1.244817500984117097e-03 4.061607899759143298e-02 7.461684014526333807e-03 3.960000000000000000e+02 5.025189076296060486e-02 0.000000000000000000e+00
1.866045254478857218e-01 3.297374448465008046e-01 7.015606676299926837e-04 2.057977160119156199e-02 3.100900426222650999e-04 4.385335438332584393e-04 2.102703213684418287e-02 4.222372135743308365e-03 1.444000000000000000e+03 2.631578947368420907e-02 1.000000000000000000e+00
1.331555877301210389e-01 2.444581784138343816e-01 2.439616669838445156e-04 1.032297130735524739e-02 1.241664184509775530e-04 1.755978329646653614e-04 1.059893181779522110e-02 2.380724652794150627e-03 5.508000000000000000e+03 1.347420139090738621e-02 2.000000000000000000e+00
1.018170882443379388e-01 1.936087687290499459e-01 9.171841487148599313e-05 4.958478219933715875e-03 5.051404306702431661e-05 7.143764479568440282e-05 5.147665856954638380e-03 1.376913303019483645e-03 2.150800000000000000e+04 6.818674922008056104e-03 3.000000000000000000e+00
7.499007894612087777e-02 1.515859751533630562e-01 3.900450058448982248e-05 2.314620277460969870e-03 1.952313974629194714e-05 2.760988900931130236e-05 2.436002530968613741e-03 7.576123626429867759e-04 8.499600000000000000e+04 3.430052410915245681e-03 4.000000000000000000e+00
