ndof h L2-error-u-uh-B 
3.080000000000000000e+03 3.603749850782235475e-02 3.621253844037485692e+01
7.624000000000000000e+03 2.290543541756880769e-02 5.822711120133674534e+00
2.300000000000000000e+04 1.318760946791573858e-02 1.192470394209847129e+00
8.517600000000000000e+04 6.852852356728830058e-03 6.744039240061035223e-02
