ndof h L2-error-u-uh-B-minus L2-error-u-uh-B-plus s-norm 
5.720000000000000000e+03 3.966644140109588240e-02 1.420012820668333127e-02 5.772319788490797299e-01 1.559027941583902344e+00
2.223200000000000000e+04 2.012018584341396243e-02 5.384718385364704700e-03 2.622619449407863068e-01 4.827471546464262020e-01
8.765600000000000000e+04 1.013282239176588155e-02 8.768950445560883510e-04 1.492889940579564534e-01 2.553215824856303051e-01
3.481040000000000000e+05 5.084716548681748882e-03 3.226897327685284995e-04 1.120266522879848348e-01 2.269465321703872385e-01
