ndof h L2-error-u-uh-B 
8.240000000000000000e+02 3.483665071458088430e-02 9.261397917534281987e+00
2.008000000000000000e+03 2.231609213387258928e-02 6.526816946236619899e+00
5.944000000000000000e+03 1.297061592691546757e-02 2.285447596414682536e+00
2.167200000000000000e+04 6.792826216160186177e-03 2.940519633667854293e+00
8.198400000000000000e+04 3.492492226419453751e-03 2.056539195878084314e+00
