L2-error-u-uh-B H1-semi-error-u-uh-B H1-semi-error-u-uh-B-absolute H1-semi-norm-zh-Omega Jump-uh-Ph(u) GLS-uh-Ph(u)-Omega Tikh-uh-Ph(u)-Omega s-norm L2-error-uh-Ph(u)-omega ndof hmax reflvl cond 
1.211803856672715451e-01 2.669367131995415421e-01 6.775921737393082456e-01 7.307597214088946318e-05 8.001258036109485869e-03 2.337437180667667610e-04 2.337437180667669562e-03 1.102375095062436451e-02 7.209671702926377657e-03 8.640000000000000000e+02 4.811252243246881555e-02 0.000000000000000000e+00 8.562929998562350869e+06
9.325172876705650760e-02 2.260715707453115897e-01 5.738600929257209327e-01 3.177661829593414770e-05 3.828896778397154060e-03 1.046872762370553610e-04 1.046872762370556565e-03 4.437325266219155871e-03 1.980276046094881816e-03 3.176000000000000000e+03 2.509428066142477959e-02 1.000000000000000000e+00 1.211022966362723112e+08
7.922169078251938001e-02 2.007218019802898545e-01 5.095122379027188231e-01 1.382456031898525263e-05 1.843309616162194407e-03 4.629203060074536357e-05 4.629203060074537713e-04 2.000785790641090942e-03 6.234774725008836822e-04 1.216800000000000000e+04 1.282051282051282007e-02 2.000000000000000000e+00 1.644594820856930494e+09
6.640003612927136700e-02 1.721742898190227189e-01 4.370472307916830612e-01 7.513440807258220787e-06 8.677355468721375392e-04 1.976844816326856855e-05 1.976844816326856380e-04 9.349085750674136384e-04 2.855917835217999822e-04 4.762400000000000000e+04 6.480403726175149558e-03 3.000000000000000000e+00 2.003140901560030365e+10
4.916624067294855099e-02 1.391776873737230746e-01 3.532886525544145506e-01 4.021532036392329686e-06 4.007105290764045717e-04 7.706719144891513437e-06 7.706719144891448724e-05 4.328504193350852960e-04 1.441375702866726954e-04 1.884240000000000000e+05 3.257968554942978264e-03 4.000000000000000000e+00 2.291202897074787292e+11
3.596505832026061777e-02 1.179110393928207712e-01 2.993053916503375933e-01 1.752765845697044224e-06 1.882998220463047326e-04 2.986259042397980521e-06 2.986259042397988229e-05 2.002974940168828996e-04 6.130659743261486646e-05 7.495760000000000000e+05 1.633454950396771377e-03 5.000000000000000000e+00 2.488127606914330566e+12
