ndof h L2-error-u-uh-B-minus L2-error-u-uh-B-plus s-norm 
2.640000000000000000e+03 3.892494720807614800e-02 3.560335177565353004e-01 2.336549352325004492e+00 5.784606985493275788e-01
1.010400000000000000e+04 1.989680423298347337e-02 7.521648289556558120e-02 1.150966090229565086e+00 1.327267543147866435e-01
3.952800000000000000e+04 1.005952733805761355e-02 2.503068598217314880e-02 6.171258207942122986e-01 3.088720381734351428e-02
1.563600000000000000e+05 5.057864201305102385e-03 4.388203016461102689e-03 3.846920275138200895e-01 6.314079324817080570e-03
6.219600000000000000e+05 2.535997191333945987e-03 6.817637811984569949e-04 3.036704962002774177e-01 1.308575896769096887e-03
