ndof h L2-error-u-uh-B 
5.600000000000000000e+03 4.008918628686365671e-02 4.826005470794238761e+01
1.620800000000000000e+04 2.356440838525105871e-02 7.830414059207037702e+00
5.208800000000000000e+04 1.314475250840204182e-02 9.876175304441044966e-01
