ndof h L2-error-u-uh-B 
2.496000000000000000e+03 4.003203845127178279e-02 1.082934564943333022e+01
8.328000000000000000e+03 2.191591651594588727e-02 1.174117110090432448e+01
2.112800000000000000e+04 1.375944135600652880e-02 3.419495409544960118e+00
8.452000000000000000e+04 6.879395080110183198e-03 7.118540066960846735e-01
3.216640000000000000e+05 3.526377213443315350e-03 3.577415377118915996e-01
