ndof L2-error-u-uh-B-minus L2-error-u-uh-B-plus 
2.548000000000000000e+03 2.430139765189253190e-02 3.375092703274102934e-01
9.796000000000000000e+03 7.105806753778497187e-03 2.271862146276378280e-01
3.840400000000000000e+04 2.672467269256261369e-03 1.442957748708004750e-01
1.520680000000000000e+05 1.093141516784960042e-03 1.104468292938728530e-01
6.051880000000000000e+05 3.531035007548092111e-04 9.928614535197873014e-02
