ndof h L2-error-u-uh-B 
6.776000000000000000e+03 3.644471480623968918e-02 3.886874322488055089e+00
1.685600000000000000e+04 2.310702282930823456e-02 2.706311740785077191e+00
5.117600000000000000e+04 1.326136064296800331e-02 2.175022451282319302e+00
