ndof h L2-error-u-uh-B 
6.776000000000000000e+03 3.644471480623968918e-02 1.572090025202576902e+00
1.685600000000000000e+04 2.310702282930823456e-02 8.666819533716588198e-02
5.117600000000000000e+04 1.326136064296800331e-02 7.271653261455061044e-03
