ndof h L2-error-u-uh-B 
2.560000000000000000e+03 3.952847075210474265e-02 1.355267940759858014e+01
7.336000000000000000e+03 2.335072312471522110e-02 2.006571462151194307e+00
2.340000000000000000e+04 1.307440900921226848e-02 6.334078521677304341e-01
8.330400000000000000e+04 6.929422916050529020e-03 1.987057993120278643e-01
