ndof h L2-error-u-uh-B L2-error-u-uh-B-minus L2-error-u-uh-B-plus 
5.264000000000000000e+03 4.134883848149784741e-02 5.897933665639582301e+01 9.871443637603015020e+00 9.178106116136305559e+01
1.520000000000000000e+04 2.433321316961438094e-02 4.764364091948458224e+01 4.715298714979313743e+00 7.454631374031791324e+01
5.208800000000000000e+04 1.314475250840204182e-02 1.282268367618132388e+01 2.123252512328935193e+00 1.995730499406160519e+01
1.896320000000000000e+05 6.889146844544462647e-03 9.609077900007607198e+00 8.974441454007370256e-01 1.503979759617543088e+01
