ndof h L2-error-u-uh-B-minus L2-error-u-uh-B-plus 
7.200000000000000000e+02 3.726779962499649629e-02 3.443976672740097777e-01 1.027499287867238875e+00
2.640000000000000000e+03 1.946247360403807400e-02 2.567514330891092489e-01 8.675161278066481074e-01
1.010400000000000000e+04 9.948402116491736683e-03 1.912182655661297803e-01 6.977715122303339568e-01
3.952800000000000000e+04 5.029763669028806776e-03 1.284454120248769426e-01 4.961824578625524396e-01
1.563600000000000000e+05 2.528932100652551192e-03 6.939875839480347253e-02 2.922877148308289375e-01
