ndof h L2-error-u-uh-B-minus L2-error-u-uh-B-plus s-norm 
7.200000000000000000e+02 3.726779962499649629e-02 7.850535412041621530e-01 1.104004006805991311e+00 1.353075838597300073e+00
2.640000000000000000e+03 1.946247360403807400e-02 3.953230718417837797e-01 5.645299442607129015e-01 8.505748836426698656e-01
1.010400000000000000e+04 9.948402116491736683e-03 2.254961266588396407e-01 4.914956964926144312e-01 4.401450703343781079e-01
3.952800000000000000e+04 5.029763669028806776e-03 1.639312140437360898e-01 4.550497275327481939e-01 2.199730543832024710e-01
1.563600000000000000e+05 2.528932100652551192e-03 9.565219752763505501e-02 3.832937607283396497e-01 1.087547110425517716e-01
6.219600000000000000e+05 1.267998595666972993e-03 4.787595732577828306e-02 3.817137624930387330e-01 5.253966244997870100e-02
