ndof h L2-error-u-uh-B L2-error-u-uh-B-minus L2-error-u-uh-B-plus 
5.720000000000000000e+03 3.966644140109588240e-02 1.886723304696517334e-01 2.382220289792406215e-02 2.018565506741333004e-01
2.223200000000000000e+04 2.012018584341396243e-02 3.794139075034319575e-02 1.999265109345430350e-03 4.062699249995510575e-02
8.765600000000000000e+04 1.013282239176588155e-02 2.185783502923120333e-02 2.615288860942791894e-04 2.340894636042902335e-02
3.481040000000000000e+05 5.084716548681748882e-03 1.010456854748778555e-02 6.008176787454031615e-05 1.082170016997670813e-02
