ndof h L2-error-u-uh-B L2-error-u-uh-B-minus L2-error-u-uh-B-plus 
2.416000000000000000e+03 4.068942293855797032e-02 1.150278534502141881e+01 1.431367681267830871e+00 1.796805060501183249e+01
6.888000000000000000e+03 2.409813463559399432e-02 5.909968717698054874e+00 1.167175151994756410e+00 9.166089274738746795e+00
2.340800000000000000e+04 1.307217464040005134e-02 8.253091957558556402e+00 9.161348869182613930e-01 1.290356880232786985e+01
8.478400000000000000e+04 6.868676216325117316e-03 6.172043311342584104e+00 5.739335243999061920e-01 9.660487825684512586e+00
3.219680000000000000e+05 3.524712029573164821e-03 2.518128850495531257e+00 2.532018541550768997e-01 3.939655315636489519e+00
