ndof h L2-error-u-uh-B-minus L2-error-u-uh-B-plus s-norm 
7.120000000000000000e+02 3.747658444979307113e-02 5.032318368824706400e-01 1.763691288819270397e+00 6.267603662389966690e-01
2.616000000000000000e+03 1.955154717514437715e-02 1.901109547900915742e-01 7.624086546427738531e-01 2.942183383653128037e-01
1.002400000000000000e+04 9.988021556890524719e-03 9.598735690320131519e-02 4.162943435618802202e-01 1.363425280963941888e-01
3.924000000000000000e+04 5.048187773461522247e-03 4.987026676569297073e-02 2.241423511662752610e-01 6.209538009738556352e-02
1.552720000000000000e+05 2.537776821518587366e-03 1.851148736230587635e-02 1.028409961789412269e-01 2.784890674214380787e-02
6.177360000000000000e+05 1.272326416356358517e-03 4.586573803059145263e-03 7.947061923575257647e-02 1.290897494774866788e-02
