ndof h L2-error-u-uh-B-minus L2-error-u-uh-B-plus s-norm 
5.720000000000000000e+03 3.966644140109588240e-02 1.251739520237254511e-03 3.094477371466476320e-02 2.011646773370266705e-01
2.223200000000000000e+04 2.012018584341396243e-02 1.737816058641551459e-04 7.095096142006923970e-03 4.131218659407598359e-02
8.765600000000000000e+04 1.013282239176588155e-02 2.548129889757379452e-05 1.383024067042455630e-03 1.012419701220168382e-02
3.481040000000000000e+05 5.084716548681748882e-03 2.112604589546894368e-06 4.812412066026515813e-04 8.498239609623760640e-03
