ndof h L2-error-u-uh-B L2-error-u-uh-B-minus L2-error-u-uh-B-plus 
7.120000000000000000e+02 3.747658444979307113e-02 1.480299771824264532e+00 5.215456342548681068e-01 1.582568621678854370e+00
2.616000000000000000e+03 1.955154717514437715e-02 1.005623484528590295e+00 1.928334702983355575e-01 1.081782195832896587e+00
1.002400000000000000e+04 9.988021556890524719e-03 7.237738027814377695e-01 7.779746121049287144e-02 7.799704460917958881e-01
3.924000000000000000e+04 5.048187773461522247e-03 5.443869482062749787e-01 3.709056492510115488e-02 5.869401366907860407e-01
1.552720000000000000e+05 2.537776821518587366e-03 4.270853548579845449e-01 2.027086777770047837e-02 4.605466347421116047e-01
6.177360000000000000e+05 1.272326416356358517e-03 3.242738065409417891e-01 1.032458216970660696e-02 3.497104108444097914e-01
