L2-error-u-uh-B H1-semi-error-u-uh-B H1-semi-error-u-uh-B-absolute H1-semi-norm-zh-Omega Jump-uh-Ph(u) GLS-uh-Ph(u)-Omega Tikh-uh-Ph(u)-Omega s-norm L2-error-uh-Ph(u)-omega ndof hmax reflvl cond 
6.334831069994285579e-01 7.560566722664178174e-01 1.396911710980111998e+01 2.392859031876666456e-03 1.183992013028348500e-01 3.862184974521260406e-03 1.054441045012626367e-03 1.936382720460383400e-01 1.531523928601348505e-01 7.920000000000000000e+02 1.541893967219279959e-01 0.000000000000000000e+00 5.263465851718063932e+05
2.490792570385589599e-01 4.367238854097566514e-01 8.069034136359910292e+00 1.391351751145601971e-03 6.228981242464918383e-02 1.448800705546592809e-03 3.721614224952955611e-04 8.427502792307878243e-02 5.672817829115903848e-02 2.888000000000000000e+03 7.709469836096399797e-02 1.000000000000000000e+00 3.694280022990541067e+06
1.471901559667465054e-01 2.368803610133324855e-01 4.376668607114286402e+00 5.091582908804251134e-04 2.844983813664763578e-02 6.934194520704526016e-04 1.722854574166949020e-04 3.367611914807505658e-02 1.799772085274627120e-02 1.101600000000000000e+04 3.854734918048200593e-02 2.000000000000000000e+00 2.840821699269627780e+07
1.223797624581613591e-01 1.391981981116645062e-01 2.571865313089062965e+00 1.618947750890108964e-04 1.366832236746035219e-02 3.228921848771556559e-04 7.918293113089057346e-05 1.473702881305994500e-02 5.497294123321370268e-03 4.301600000000000000e+04 1.927367459024103072e-02 3.000000000000000000e+00 2.718569808328285813e+08
1.020448139783751568e-01 9.333065486566265168e-02 1.724403599709863011e+00 5.655909622461496470e-05 6.619698746412650686e-03 1.432383117601463579e-04 3.477408694782713514e-05 6.877529548578834549e-03 1.858783423606170894e-03 1.699920000000000000e+05 9.636837295120522298e-03 4.000000000000000000e+00 2.629513818313142300e+09
8.170558491265021706e-02 6.937945582997818994e-02 1.281874466126098788e+00 2.459830675182640776e-05 3.180918728386596724e-03 6.087176275713890408e-05 1.464564913360954380e-05 3.279411788370776518e-03 7.948413539001649396e-04 6.758480000000000000e+05 4.818418647560273292e-03 5.000000000000000000e+00 2.813954658305989456e+10
