ndof h L2-error-u-uh-B L2-error-u-uh-B-minus L2-error-u-uh-B-plus 
6.640000000000000000e+02 3.880752628531664028e-02 3.855144822816659378e+00 2.262675940055141943e+00 5.395118050890186367e+00
1.824000000000000000e+03 2.341464528954234972e-02 2.868141929568394755e+00 1.060942785095839058e+00 4.314029253250070362e+00
6.048000000000000000e+03 1.285861249684099213e-02 3.344941870513148174e+00 7.862883170550425405e-01 5.162153498213979397e+00
2.157600000000000000e+04 6.807921404144805060e-03 3.389345286598667517e+00 6.583633031642148747e-01 5.258750664832755994e+00
8.123200000000000000e+04 3.508620745976671115e-03 2.219611018501034039e+00 3.975824476590971712e-01 3.449746810284720855e+00
3.145040000000000000e+05 1.783146039528325918e-03 2.086622671374073423e+00 3.218367002737259064e-01 3.251188570413490631e+00
