L2-error-u-uh-B H1-semi-error-u-uh-B H1-semi-error-u-uh-B-absolute H1-semi-norm-zh-Omega Jump-uh-Ph(u) GLS-uh-Ph(u)-Omega Tikh-uh-Ph(u)-Omega s-norm L2-error-uh-Ph(u)-omega ndof hmax reflvl cond 
1.262991766896956469e-01 2.835306661104204373e-01 5.238592852098696184e+00 5.692613843212526075e-04 2.094370302931560304e-02 2.202961020691703367e-02 4.723002453810409271e-05 4.498431954031752861e-02 3.315599934940326177e-02 2.888000000000000000e+03 1.541893967219279959e-01 0.000000000000000000e+00 2.990543040506817400e+07
6.037485084916360129e-02 9.045741823440273111e-02 1.671316866343474317e+00 8.650790889690229744e-05 4.658914418619723198e-03 5.826845812249305777e-03 1.048961297564428001e-05 8.370667393205501183e-03 3.795110443404995856e-03 1.101600000000000000e+04 7.709469836096399797e-02 1.000000000000000000e+00 5.020952251317756772e+08
2.959136037720702661e-02 3.212732434665302450e-02 5.935935393591396103e-01 1.356298669546077926e-05 8.765156577496761425e-04 1.169398022967277915e-03 1.551006750136210713e-06 1.511392630516464634e-03 3.851621592904901775e-04 4.301600000000000000e+04 3.854734918048200593e-02 2.000000000000000000e+00 1.126258297041774940e+10
1.159446193376716290e-02 1.199852867015758356e-02 2.216882123009109029e-01 2.550894088687832840e-06 1.688045753984538375e-04 2.187429490919654332e-04 1.743252902283950631e-07 2.811622693811093813e-04 5.198289931000898723e-05 1.699920000000000000e+05 1.927367459024103072e-02 3.000000000000000000e+00 2.816145998252806396e+11
4.283618885168702546e-03 4.659191184153296805e-03 8.608453526073263362e-02 5.228605839547010608e-07 3.509110784171200757e-05 4.296180618068215208e-05 1.839355069069171325e-08 5.598166434954852992e-05 7.521328470914628327e-06 6.758480000000000000e+05 9.636837295120522298e-03 4.000000000000000000e+00 7.852477823789940430e+12
