ndof h L2-error-u-uh-B L2-error-u-uh-B-minus L2-error-u-uh-B-plus 
2.616000000000000000e+03 3.910309435028875430e-02 1.889579972369263283e-01 6.830851024476458644e-02 2.006673366397175029e-01
1.002400000000000000e+04 1.997604311378104944e-02 1.860297451215246756e-01 3.295769521900395599e-02 1.988318393753899793e-01
3.924000000000000000e+04 1.009637554692304449e-02 1.117053884744726722e-01 1.324272833956748052e-02 1.195257257734950312e-01
1.552720000000000000e+05 5.075553643037174732e-03 6.444199158716512610e-02 4.449902093122556045e-03 6.899457315410949254e-02
6.177360000000000000e+05 2.544652832712717035e-03 3.839019259860874944e-02 1.577182660930002240e-03 4.111043058215095580e-02
