ndof h L2-error-u-uh-B L2-error-u-uh-B-minus L2-error-u-uh-B-plus 
5.264000000000000000e+03 4.134883848149784741e-02 9.472296625048624463e+00 9.133330597192086397e-01 1.482325321466930212e+01
1.520000000000000000e+04 2.433321316961438094e-02 2.716323605185393397e+00 2.545726207938633912e-01 4.251419142968579479e+00
5.208800000000000000e+04 1.314475250840204182e-02 2.059293973645023090e+00 6.145061840246177076e-02 3.230662645598488147e+00
1.896320000000000000e+05 6.889146844544462647e-03 1.661561174948046782e+00 3.744162848568533680e-02 2.606987630402130662e+00
