L2-error-u-uh-B H1-semi-error-u-uh-B H1-semi-error-u-uh-B-absolute H1-semi-norm-zh-Omega Jump-uh-Ph(u) GLS-uh-Ph(u)-Omega Tikh-uh-Ph(u)-Omega s-norm L2-error-uh-Ph(u)-omega ndof hmax reflvl 
5.063458110467599083e-01 3.317240506218354645e-01 6.129027467455683720e+00 1.070629616892198157e-03 2.087909365386641028e-02 2.230016785292860543e-02 2.546875353709716992e-04 1.314840704425028484e-01 1.278812559702793006e-01 2.888000000000000000e+03 1.541893967219279959e-01 0.000000000000000000e+00
2.618910427911795846e-01 1.286246266594074927e-01 2.376505013728569704e+00 3.653032297807017720e-04 4.794154217466005397e-03 6.538981083907750673e-03 3.465182416481475420e-05 6.114891825274523102e-02 6.060786556220044280e-02 1.101600000000000000e+04 7.709469836096399797e-02 1.000000000000000000e+00
1.946638938210382141e-01 1.079496099757907696e-01 1.994507552716381138e+00 1.123156104405519459e-04 1.089832079250584174e-03 1.535091052828526205e-03 7.539475371006873780e-06 3.019414448513621160e-02 3.013518626203936721e-02 4.301600000000000000e+04 3.854734918048200593e-02 2.000000000000000000e+00
1.480106253758309010e-01 1.013452130609835827e-01 1.872482845719557920e+00 3.953320098048551857e-05 3.341567621874051534e-04 4.179217338543159913e-04 1.620267384952914000e-06 1.499730656295589389e-02 1.498770560581873766e-02 1.699920000000000000e+05 1.927367459024103072e-02 3.000000000000000000e+00
1.256865909715656482e-01 1.022652031469995088e-01 1.889480842983200182e+00 1.640754540436834328e-05 1.187203177754137591e-04 1.394201986138897560e-04 3.959638128973116757e-07 7.470792097107071053e-03 7.468529486333283333e-03 6.758480000000000000e+05 9.636837295120522298e-03 4.000000000000000000e+00
